topic_id,topic,subfield,field,domain,works_count,keywords,description
T11992,CCD and CMOS Imaging Sensors,Electrical and Electronic Engineering,Engineering,Physical Sciences,49292,CMOS Image Sensors; High-Speed Imaging; Low-Noise Sensors; Photon Counting; Dynamic Range; Radiation Effects; Pixel-Level ADC; Temporal Noise Analysis; Logarithmic Response; Biomedical Imaging,"This cluster of papers focuses on the advancements in CMOS image sensor technology, including high-speed imaging, low-noise sensors, photon counting strategies,"
T12441,Porphyrin Metabolism and Disorders,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,49255,Heme Biosynthesis; Vitamin B12; Porphyrias; Enzyme Catalysis; Genetic Mutations; Metabolic Engineering; RNA Interference Therapy; Liver Transplantation; Genomic Analysis; Biochemical Pathways,"This cluster of papers explores the molecular mechanisms of heme biosynthesis, including the catalysis by cobalamin-dependent enzymes, genetic mutations leading"
T11763,Intracerebral and Subarachnoid Hemorrhage Research,Neurology,Medicine,Health Sciences,49200,Intracerebral Hemorrhage; Cerebral Amyloid Angiopathy; Hematoma Growth; Neuroinflammation; Microbleeds; Anticoagulant Therapy; Perihematomal Edema; Molecular Pathophysiology; Guidelines for Management,"This cluster of papers focuses on the management, pathophysiology, and risk factors associated with intracerebral hemorrhage, including cerebral amyloid angiopa"
T11731,Global Health and Surgery,"Public Health, Environmental and Occupational Health",Medicine,Health Sciences,49186,Global Surgery; Health Development; Surgical Care; Global Health; Low-Income Countries; Medical Education; Ethical Considerations; Health Research Capacity; Anaesthesia Services; Public Health Diploma,"This cluster of papers focuses on the intersection of global surgery, health development, and public health diplomacy. It addresses the challenges and solutions"
T14302,European Politics and Security,Political Science and International Relations,Social Sciences,Social Sciences,49162,European Union; Russia; Ukraine; Eastern Partnership; Migration; Geopolitics; Balkans; Foreign Policy; Eurasian Customs Union; Security,"This cluster of papers explores the complex geopolitical dynamics in Eastern Europe, focusing on the relationships between the European Union, Russia, and Ukrai"
T13605,"Homicide, Infanticide, and Child Abuse",Sociology and Political Science,Social Sciences,Social Sciences,49099,Maternal Filicide; Infanticide; Homicide-Suicide; Denial of Pregnancy; Mental Illness; Child Homicide; Risk Factors; Gender Differences; Prevention Strategies; Epidemiology,"This cluster of papers focuses on the phenomenon of maternal filicide and infanticide, exploring topics such as the characteristics of perpetrators, risk factor"
T11915,Pickering emulsions and particle stabilization,Materials Chemistry,Materials Science,Physical Sciences,49068,Colloidal Particles; Emulsions; Surfactants; Self-Assembly; Janus Particles; Nanoparticles; Pickering Emulsions; Liquid Marbles; Polymerization; Interfaces,"This cluster of papers focuses on the behavior, properties, and applications of colloidal particles in complex systems such as emulsions, surfactant-free emulsi"
T12702,Brain Tumor Detection and Classification,Neurology,Neuroscience,Life Sciences,49056,MRI; Brain Tumor; Classification; Deep Learning; Convolutional Neural Network; Feature Extraction; Machine Learning; Image Segmentation; Transfer Learning; Medical Imaging,"This cluster of papers focuses on the classification of brain tumor type and grade using various techniques such as MRI, deep learning, convolutional neural net"
T13924,Internet of Things and Social Network Interactions,Computer Networks and Communications,Computer Science,Physical Sciences,49037,Internet of Things; Social Networks; Sustainability; IoT Applications; Wireless Sensor Networks; Dynamic Perspectives; Leisure Activities; Reliability and Validity; Indoor Air Quality Monitoring; Data,"This cluster of papers explores the intersection of Internet of Things (IoT) and social networks, focusing on sustainability, reliability, validity, indoor air "
T12475,Plant Parasitism and Resistance,Plant Science,Agricultural and Biological Sciences,Life Sciences,49004,Strigolactones; Plant Hormones; Mycorrhizal Fungi; Parasitic Plants; Shoot Branching; Carotenoid Pathway; DWARF14 Protein; Karrikins; Root Development; Host Recognition,"This cluster of papers explores the role of strigolactones, a group of plant hormones, in signaling pathways related to shoot branching, root development, mycor"
T11443,Advanced Statistical Process Monitoring,"Statistics, Probability and Uncertainty",Decision Sciences,Social Sciences,49002,Statistical Process Control; Healthcare Improvement; Control Charts; Multivariate Monitoring; Quality Assurance; Linear Profiles; Change-Point Detection; Process Capability Indices; Risk-Adjusted Char,This cluster of papers focuses on the application of statistical process control (SPC) in research and healthcare improvement. It covers topics such as control 
T12304,Radiative Heat Transfer Studies,Computational Mechanics,Engineering,Physical Sciences,48990,Radiative Heat Transfer; Inverse Analysis; Thermal Radiation; Monte Carlo Simulation; Participating Media; Finite Volume Method; Spectral Properties; Turbulence-Radiation Interaction; Tomography-Based,"This cluster of papers focuses on the analysis and modeling of radiative heat transfer, with an emphasis on inverse techniques, spectral properties, and interac"
T14070,Knowledge Societies in the 21st Century,Demography,Social Sciences,Social Sciences,48988,Big Data; Education; Information and Communication Technologies (ICT); Innovation; Technology Integration; Digital Transformation; Teacher Training; Social Impact; Ethical Implications; Interdisciplin,"This cluster of papers explores the emergence of knowledge societies in the 21st century, focusing on topics such as Big Data, education, information and commun"
T10694,Menopause: Health Impacts and Treatments,"Endocrinology, Diabetes and Metabolism",Medicine,Health Sciences,48955,Estrogen; Hormone Therapy; Menopause; Cardiovascular Disease; Breast Cancer; Cognitive Function; Vasomotor Symptoms; Ovarian Cancer; Bone Mineral Density; Depression,"This cluster of papers explores the effects of estrogen, hormone therapy, and menopause on women's health, focusing on cardiovascular disease, breast cancer, co"
T11539,Survey Methodology and Nonresponse,Sociology and Political Science,Social Sciences,Social Sciences,48948,Survey Methodology; Response Rates; Web-Based Surveys; Questionnaire Design; Nonresponse Bias; Internet Questionnaires; Data Quality; Epidemiologic Studies; Postal Questionnaires; Cognitive Interviewi,"This cluster of papers focuses on survey methodology, response rates analysis, and the impact of different survey modes on data quality. It covers topics such a"
T11202,Cavitation Phenomena in Pumps,Mechanics of Materials,Engineering,Physical Sciences,48913,Cavitation; Hydropower; Turbulent Flow; Numerical Simulation; Cavitation Prediction; Fluid-Structure Interaction; Pump as Turbine; Vortex Dynamics; Large Eddy Simulation; Energy Production,This cluster of papers focuses on the phenomenon of cavitation in hydropower systems and turbines. It covers topics such as numerical simulation of turbulent ca
T13667,French Literature and Criticism,Literature and Literary Theory,Arts and Humanities,Social Sciences,48893,French Literature; Cultural Studies; Autobiography; Psychoanalysis; Colonial History; Feminism; Surrealism; Ethnography; Philosophy; Gender Studies,"This cluster of papers covers a wide range of topics related to French literature, culture, and intellectual history. It includes discussions on autobiography, "
T11104,"Memory, Trauma, and Commemoration",Social Psychology,Psychology,Social Sciences,48882,Collective Memory; Trauma; Dark Tourism; Cultural Trauma; Memory Studies; Holocaust; Postmemory; Heritage Tourism; Thanatourism; Mediated Memories,"This cluster of papers explores the study of collective memory, trauma, and dark tourism, with a focus on topics such as cultural trauma, postmemory, heritage t"
T11439,Video Analysis and Summarization,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,48859,Video Summarization; Content-Based Retrieval; Shot Boundary Detection; User Attention Model; MPEG-7 Standard; Semantic Analysis; Key Frame Extraction; Event Detection; Soccer Video; Multimodal Indexin,"This cluster of papers focuses on the automatic analysis and summarization of video content, covering topics such as shot boundary detection, user attention mod"
T14396,Healthcare Regulation,Health Information Management,Health Professions,Health Sciences,48854,Healthcare Regulation; Public Health; Patient Safety; Medical Devices; Infection Control; Drug Resistance; Epidemiology; Health Policy; Nursing Care; Regulatory Compliance,"This cluster of papers covers a wide range of topics related to the regulation of healthcare products and practices, including the role of regulatory agencies, "
T10454,Optimal Power Flow Distribution,Electrical and Electronic Engineering,Engineering,Physical Sciences,48775,Distributed Generation; Optimal Power Flow; Distribution Systems; Renewable Energy; Voltage Control; Resilience; Optimization; Microgrids; Probabilistic Analysis; Network Reconfiguration,"This cluster of papers focuses on the integration of distributed generation, including renewable energy sources, into power systems. It covers topics such as op"
T10801,Synthetic Aperture Radar (SAR) Applications and Techniques,Aerospace Engineering,Engineering,Physical Sciences,48770,SAR Interferometry; Surface Deformation Monitoring; Persistent Scatterers; Digital Elevation Models; InSAR Technique; Land Subsidence; Polarimetric SAR; Forest Biomass Estimation; Urban Development Mo,"This cluster of papers focuses on Synthetic Aperture Radar (SAR) interferometry, including topics such as surface deformation monitoring, persistent scatterers,"
T11393,Biosensors and Analytical Detection,Biomedical Engineering,Engineering,Physical Sciences,48751,Paper-Based Microfluidics; Loop-Mediated Isothermal Amplification; Point-of-Care Diagnostics; Biosensors; Microfluidic Devices; Low-Cost; Portable Bioassays; Nanoparticle-Based Sensors; Infectious Dis,"This cluster of papers focuses on the advancements in paper-based diagnostic devices, particularly in the field of microfluidics and biosensors. It covers topic"
